"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","in","out"
35.1751,4.64828,41.2224,18.0243,0.0661562,0.863844,2.04324e+07,1.5497e+08,1.5439e+07,1.74375e+07,4.32225e+09,3.31397e+07,7.15154e+09,9.52416e+09,0,0,
37.4491,4.50803,39.1039,17.855,0.0815938,1.00253,2.75658e+07,1.49373e+08,1.50808e+07,1.80092e+07,4.24338e+09,3.32146e+07,7.09444e+09,9.66005e+09,0,0,
41.5408,5.47578,38.4429,13.4421,0.0704687,1.02775,4.84928e+07,1.20041e+08,1.91704e+07,1.88147e+07,4.03565e+09,3.32992e+07,7.09707e+09,9.86506e+09,0,0,
43.169,5.06937,36.4446,14.1142,0.0818125,1.12122,5.63251e+07,1.05669e+08,1.86746e+07,1.79585e+07,3.99614e+09,3.33964e+07,7.14231e+09,9.85924e+09,0,0,
37.6899,5.08366,42.2063,14.1307,0.0507812,0.838812,3.50536e+07,1.04957e+08,1.78083e+07,1.72862e+07,3.96013e+09,3.34844e+07,7.15933e+09,9.87813e+09,0,0,
37.8793,5.28428,41.8405,14.0932,0.0507187,0.852156,3.69162e+07,1.28764e+08,1.32328e+07,1.47481e+07,4.00607e+09,3.35557e+07,7.17808e+09,9.81338e+09,0,0,
35.9203,4.32172,43.1726,15.4513,0.0936563,1.0405,6.27909e+07,1.12371e+08,1.68339e+07,1.45658e+07,4.05356e+09,3.36462e+07,7.20055e+09,9.74334e+09,0,0,
37.933,4.12663,43.6015,13.1805,0.0735625,1.08491,7.72733e+07,9.59662e+07,2.15357e+07,2.15751e+07,4.03037e+09,3.373e+07,7.22078e+09,9.74621e+09,0,0,
39.752,3.88084,43.0953,12.1748,0.0544375,1.04272,4.56041e+07,9.21423e+07,2.08923e+07,2.45053e+07,4.05439e+09,3.38322e+07,7.25901e+09,9.68384e+09,0,0,
38.7116,4.96988,44.7681,10.3032,0.105313,1.14206,4.7265e+07,8.46333e+07,2.28442e+07,2.83272e+07,4.12947e+09,3.3946e+07,7.32265e+09,9.54501e+09,0,0,
38.2682,4.53584,43.2028,12.8936,0.0702187,1.02947,5.42641e+07,9.24987e+07,2.58619e+07,2.14744e+07,4.22337e+09,3.40714e+07,7.38712e+09,9.38652e+09,0,0,
38.9289,4.23281,42.7618,13.0278,0.0819688,0.966844,7.64508e+07,9.86714e+07,1.95974e+07,2.06823e+07,4.25469e+09,3.42269e+07,7.46189e+09,9.28028e+09,0,0,
36.9447,4.89759,44.8172,12.2299,0.0815312,1.02916,6.55785e+07,7.8379e+07,1.94593e+07,1.99727e+07,4.26595e+09,3.44044e+07,7.49991e+09,9.23082e+09,0,0,
38.5644,4.45497,44.8432,10.9924,0.0545625,1.09044,4.60838e+07,8.54825e+07,2.33815e+07,2.09059e+07,4.34208e+09,3.45376e+07,7.55043e+09,9.10404e+09,0,0,
39.0734,4.34231,45.6447,9.58862,0.0972812,1.25375,6.52754e+07,8.21839e+07,2.51047e+07,2.3842e+07,4.40629e+09,3.46848e+07,7.61872e+09,8.97139e+09,0,0,
43.0191,5.97444,41.8591,7.78769,0.101,1.25884,7.15336e+07,1.02246e+08,2.65811e+07,2.42e+07,4.48439e+09,3.48179e+07,7.69385e+09,8.81803e+09,0,0,
40.8227,4.92188,42.0931,10.6278,0.0780625,1.45678,8.86753e+07,1.17967e+08,2.8752e+07,2.95383e+07,4.5568e+09,3.49385e+07,7.77334e+09,8.66601e+09,0,0,
42.4272,4.88222,43.002,8.30644,0.112938,1.26934,7.75716e+07,8.7658e+07,2.93537e+07,2.72055e+07,4.61505e+09,3.50752e+07,7.80808e+09,8.57288e+09,0,0,
39.5103,4.31072,45.4841,9.56272,0.0429688,1.08916,7.15231e+07,9.44123e+07,2.50369e+07,1.99586e+07,4.5406e+09,3.52465e+07,7.86764e+09,8.5876e+09,0,0,
39.7676,4.91662,44.5037,9.60037,0.085875,1.12572,4.98202e+07,1.1483e+08,2.08671e+07,2.4892e+07,4.55888e+09,3.5419e+07,7.95599e+09,8.4808e+09,0,0,
43.3004,6.0185,41.0984,8.30287,0.0855313,1.19419,7.44799e+07,1.21729e+08,2.50029e+07,2.64067e+07,4.61896e+09,3.55977e+07,8.06358e+09,8.31295e+09,0,0,
41.0084,5.62788,42.4966,9.521,0.0973125,1.24887,7.33852e+07,1.2477e+08,2.53135e+07,2.89351e+07,4.67011e+09,3.57876e+07,8.15721e+09,8.16798e+09,0,0,
42.7853,5.0505,43.1055,7.80147,0.077875,1.17944,6.42514e+07,1.12898e+08,2.82554e+07,2.34077e+07,4.71879e+09,3.59507e+07,8.21972e+09,8.05662e+09,0,0,
45.5519,6.08172,40.7043,6.33019,0.094375,1.23753,5.32424e+07,1.27679e+08,2.67552e+07,2.84589e+07,4.79363e+09,3.61174e+07,8.31598e+09,7.88535e+09,0,0,
41.8371,5.96362,41.9083,9.05066,0.0660938,1.17437,6.31726e+07,1.3537e+08,2.51473e+07,2.33574e+07,4.86214e+09,3.63199e+07,8.39873e+09,7.73389e+09,0,0,
43.4357,6.03319,38.853,10.271,0.0858437,1.32141,5.91514e+07,1.42495e+08,2.7349e+07,2.89191e+07,4.93321e+09,3.6519e+07,8.48455e+09,7.57681e+09,0,0,
42.4082,6.31316,40.5979,9.10409,0.109344,1.46747,4.87168e+07,1.44867e+08,3.16061e+07,3.08903e+07,4.93162e+09,3.66644e+07,8.56356e+09,7.49923e+09,0,0,
42.3009,6.33303,39.7837,10.1429,0.0858437,1.35359,4.90568e+07,1.27265e+08,3.10911e+07,3.07936e+07,4.94832e+09,3.68152e+07,8.63956e+09,7.40638e+09,0,0,
41.8104,6.04091,35.8922,14.8714,0.0971875,1.28797,5.40938e+07,1.52834e+08,2.74096e+07,2.95789e+07,4.91081e+09,3.70011e+07,8.75166e+09,7.33161e+09,0,0,
44.2527,6.05881,33.871,14.4554,0.074125,1.28844,4.18739e+07,1.69969e+08,2.80633e+07,2.76235e+07,4.96632e+09,3.71548e+07,8.83023e+09,7.19738e+09,0,0,
44.5413,7.25309,34.0462,12.6559,0.105063,1.39841,3.67048e+07,1.63391e+08,2.63333e+07,3.05357e+07,5.05808e+09,3.73859e+07,8.91525e+09,7.02037e+09,0,0,
39.0995,6.4345,37.4402,15.6584,0.0972812,1.27028,4.14134e+07,1.37948e+08,2.72394e+07,2.72733e+07,5.095e+09,3.76019e+07,9.02668e+09,6.87181e+09,0,0,
39.7297,5.86434,33.5072,19.478,0.105375,1.31525,4.12022e+07,1.48635e+08,2.99715e+07,2.77626e+07,5.11862e+09,3.78691e+07,9.10149e+09,6.7731e+09,0,0,
42.5351,6.19819,33.7047,16.0143,0.101063,1.44653,2.91443e+07,1.50559e+08,2.9808e+07,2.78343e+07,5.14796e+09,3.80877e+07,9.18756e+09,6.65747e+09,0,0,
41.0127,6.317,32.6586,18.5738,0.0975625,1.34041,3.14145e+07,1.39762e+08,3.15838e+07,3.1205e+07,5.22888e+09,3.83086e+07,9.26559e+09,6.4983e+09,0,0,
40.336,6.22409,33.1314,18.9182,0.100656,1.28947,4.28982e+07,1.53069e+08,2.96115e+07,3.12327e+07,5.25695e+09,3.85741e+07,9.33163e+09,6.40393e+09,0,0,
39.3653,6.49141,33.8567,18.9125,0.0859063,1.28834,4.0053e+07,1.56496e+08,2.84532e+07,2.91339e+07,5.2521e+09,3.87987e+07,9.39295e+09,6.34723e+09,0,0,
39.2035,5.82838,34.175,19.3411,0.113188,1.33878,3.34369e+07,1.86141e+08,2.68258e+07,2.46002e+07,5.27893e+09,3.89727e+07,9.46768e+09,6.2455e+09,0,0,
36.9649,5.71678,31.8663,23.874,0.100469,1.47766,4.28984e+07,1.84987e+08,2.98834e+07,3.19371e+07,5.27482e+09,3.91567e+07,9.55074e+09,6.16636e+09,0,0,
44.2977,6.77694,28.8481,18.4677,0.116188,1.49344,2.38106e+07,1.63627e+08,3.44714e+07,2.91421e+07,5.37159e+09,3.93748e+07,9.62147e+09,5.99865e+09,0,0,
41.7521,6.04994,30.1476,20.6791,0.0809062,1.29038,2.18824e+07,1.44475e+08,2.93598e+07,2.8868e+07,5.41524e+09,3.96367e+07,9.69796e+09,5.87825e+09,0,0,
